,article_id,title,field,pub_date,citations,author_count,open_access,funding_source
90,91,Article_91,Computer Science,2020-12-30,27,10,True,Government
91,92,Article_92,Chemistry,2016-05-30,10,6,True,University
92,93,Article_93,Chemistry,2018-05-20,15,8,True,Government
93,94,Article_94,Psychology,2020-08-09,22,2,False,Government
94,95,Article_95,Chemistry,2020-04-01,14,7,False,Industry
95,96,Article_96,Economics,2019-12-28,27,3,True,Industry
96,97,Article_97,Economics,2020-01-25,12,8,True,University
97,98,Article_98,Economics,2019-10-01,6,4,True,University
98,99,Article_99,Computer Science,2019-03-17,17,5,True,Government
99,100,Article_100,Computer Science,2021-06-30,8,4,False,Industry
100,101,Article_101,Computer Science,2019-03-30,93,5,True,nan
101,102,Article_102,Psychology,2018-05-30,6,3,False,Government
102,103,Article_103,Physics,2021-12-08,667,7,False,Foundation
103,104,Article_104,Economics,2019-12-20,120,4,False,nan
104,105,Article_105,Bio,2018-02-05,2,6,False,Industry
105,106,Article_106,Biology,2021-12-09,70,3,False,nan
106,107,Article_107,Physics,2016-01-05,10,7,True,University
107,108,Article_108,Chemistry,2022-05-01,26,6,True,Government
108,109,Article_109,Biology,2023-02-07,110,5,True,Government
109,110,Article_110,Computer Science,2016-01-28,4,7,True,Foundation
110,111,Article_111,Physics,2015-04-29,6,2,False,University
111,112,Article_112,Biology,2019-11-09,34,9,False,Industry
112,113,Article_113,Econ,2015-12-20,7,7,False,Government
113,114,Article_114,Chemistry,2017-02-04,0,4,True,Industry
114,115,Article_115,Psychology,2020-05-04,46,6,True,Government
115,116,Article_116,Comp Sci,2023-03-24,20,6,False,Industry
116,117,Article_117,Chemistry,2019-04-30,11,6,True,University
117,118,Article_118,Biology,2019-07-20,14,6,False,Foundation
118,119,Article_119,Bio,2019-07-29,279,4,False,nan
119,120,Article_120,Economics,2024-04-07,50,2,True,nan
120,121,Article_121,Chemistry,2017-12-23,3,1,False,University
121,122,Article_122,Bio,2021-04-24,14,5,True,Government
122,123,Article_123,Physics,2023-06-05,64,5,False,nan
123,124,Article_124,Computer Science,2018-09-02,62,7,True,nan
124,125,Article_125,Biology,2020-08-26,1,6,False,University
125,126,Article_126,Economics,2015-10-09,6,7,False,nan
126,127,Article_127,Chemistry,2022-02-13,2,6,True,nan
127,128,Article_128,CS,2021-10-25,29,6,True,University
128,129,Article_129,Computer Science,2021-08-10,3,6,True,University
129,130,Article_130,Economics,2024-05-19,107,6,True,nan
130,131,Article_131,Physics,2021-07-30,74,9,True,Industry
131,132,Article_132,Biology,2024-04-04,8,6,False,University
132,133,Article_133,Computer Science,2018-12-07,2,5,False,Government
133,134,Article_134,Physics,2017-03-26,4,6,False,Government
134,135,Article_135,Psych,2017-09-24,22,7,False,nan
135,136,Article_136,Physics,2015-08-20,40,4,False,Industry
136,137,Article_137,Economics,2019-01-24,11,5,False,Foundation
137,138,Article_138,Chemistry,2023-08-28,0,3,False,nan
138,139,Article_139,Physics,2023-10-27,31,5,False,Industry
139,140,Article_140,Chem,2019-01-18,0,7,True,Government
140,141,Article_141,Chem,2016-01-24,0,3,True,nan
141,142,Article_142,Biology,2018-08-24,49,1,True,Government
142,143,Article_143,Economics,2018-07-04,2,5,False,Industry
143,144,Article_144,Physics,2021-08-18,17,9,True,nan
144,145,Article_145,Physics,2021-02-17,13,6,True,nan
145,146,Article_146,Computer Science,2018-11-06,3,5,True,University
146,147,Article_147,Psychology,2020-03-02,16,7,False,University
147,148,Article_148,Economics,2020-12-22,5,5,True,Government
148,149,Article_149,Computer Science,2015-06-28,13,5,True,nan
149,150,Article_150,Biology,2024-01-06,7,1,False,Government
150,151,Article_151,Bio,2021-03-19,6,7,True,Foundation
151,152,Article_152,Biology,2016-07-04,4,3,False,nan
152,153,Article_153,Biology,2020-07-24,3,3,True,Government
153,154,Article_154,Economics,2016-07-09,40,1,False,Government
154,155,Article_155,Chem,2018-08-29,6,2,False,Government
155,156,Article_156,Biology,2017-03-19,2,2,False,Government
156,157,Article_157,Psychology,2024-03-20,6,5,True,Foundation
157,158,Article_158,Chemistry,2019-08-11,5,4,False,nan
158,159,Article_159,Biology,2019-04-07,7,1,False,Foundation
159,160,Article_160,Chemistry,2015-06-06,33,9,False,University
160,161,Article_161,Physics,2020-01-12,5,4,True,nan
161,162,Article_162,Psychology,2019-01-15,7,7,True,Foundation
162,163,Article_163,Psychology,2020-08-12,29,5,False,Foundation
163,164,Article_164,Economics,2015-07-20,22,4,True,University
164,165,Article_165,Computer Science,2024-06-22,4,2,True,University
165,166,Article_166,Chemistry,2018-09-08,47,6,True,nan
166,167,Article_167,Physics,2015-12-11,43,5,False,Foundation
167,168,Article_168,Biology,2021-09-29,39,5,False,nan
168,169,Article_169,Computer Science,2020-11-14,18,7,True,Foundation
169,170,Article_170,Psychology,2020-06-24,9,6,False,Industry
170,171,Article_171,Psychology,2016-09-12,2,5,True,Industry
171,172,Article_172,Computer Science,2022-08-19,1,6,True,University
172,173,Article_173,Economics,2019-11-13,10,3,True,nan
173,174,Article_174,Biology,2022-02-01,12,2,False,Government
174,175,Article_175,Psychology,2018-10-14,8,4,False,Industry
175,176,Article_176,Biology,2017-05-28,10,3,True,Industry
176,177,Article_177,Psychology,2018-02-06,82,4,False,Government
177,178,Article_178,Physics,2022-01-14,118,4,True,Industry
178,179,Article_179,Psych,2017-08-12,2,5,False,Government
179,180,Article_180,Computer Science,2020-11-12,18,6,True,nan
180,181,Article_181,Physics,2015-05-12,13,3,False,Government
181,182,Article_182,Computer Science,2016-08-27,31,1,False,Foundation
182,183,Article_183,Econ,2016-07-19,137,4,False,University
183,184,Article_184,Comp Sci,2024-01-27,260,6,True,University
184,185,Article_185,Biology,2018-11-01,33,4,True,University
185,186,Article_186,Psychology,2023-12-11,12,6,False,Government
186,187,Article_187,Chemistry,2015-09-15,7,4,True,nan
187,188,Article_188,Economics,2022-12-03,396,3,True,nan
188,189,Article_189,Economics,2021-06-09,4,5,False,Government
189,190,Article_190,Biology,2021-12-23,38,3,False,nan
190,191,Article_191,Computer Science,2022-03-12,8,4,True,Government
191,192,Article_192,Bio,2021-02-15,1,5,False,Government
192,193,Article_193,Bio,2019-07-22,134,6,False,University
193,194,Article_194,Psychology,2020-02-29,1,7,True,University
194,195,Article_195,Physics,2015-12-05,0,7,False,Government
195,196,Article_196,Physics,2020-08-28,32,2,False,Industry
196,197,Article_197,Chemistry,2019-09-04,7,9,True,nan
197,198,Article_198,Bio,2021-09-28,22,6,False,Government
198,199,Article_199,Comp Sci,2020-10-10,12,5,True,Government
199,200,Article_200,Chemistry,2017-06-29,28,10,True,nan
200,201,Article_201,Psychology,2020-10-15,8,3,False,nan
201,202,Article_202,Computer Science,2016-12-23,43,6,True,University
202,203,Article_203,Biology,2017-05-03,44,5,False,Foundation
203,204,Article_204,Bio,2015-06-24,106,5,False,nan
204,205,Article_205,Psychology,2018-11-05,71,7,False,Foundation
205,206,Article_206,Computer Science,2016-06-02,10,5,False,University
206,207,Article_207,Computer Science,2023-03-31,32,5,True,nan
207,208,Article_208,Psychology,2017-06-15,21,1,True,Industry
208,209,Article_209,Computer Science,2015-08-21,21,5,True,Government
209,210,Article_210,Biology,2022-07-21,1,8,True,Government
210,211,Article_211,Economics,2016-06-17,34,5,True,nan
211,212,Article_212,Psychology,2022-08-20,28,5,False,Government
212,213,Article_213,Psychology,2017-04-04,155,7,False,Government
213,214,Article_214,Biology,2024-05-14,62,8,False,nan
214,215,Article_215,Chemistry,2015-05-05,15,9,False,nan
215,216,Article_216,Biology,2016-11-28,10,7,False,Government
216,217,Article_217,Physics,2017-11-27,2,4,True,nan
217,218,Article_218,Chemistry,2015-09-05,155,2,False,Foundation
218,219,Article_219,Psychology,2020-06-29,2,7,False,University
219,220,Article_220,CS,2020-04-03,0,5,False,nan
220,221,Article_221,Psychology,2019-05-31,42,5,True,University
221,222,Article_222,Psychology,2015-05-21,13,8,False,Industry
222,223,Article_223,Computer Science,2015-04-07,17,4,True,Government
223,224,Article_224,Physics,2019-08-06,15,3,True,Government
224,225,Article_225,Biology,2024-02-10,2,3,False,Government
225,226,Article_226,Biology,2018-10-09,20,7,True,nan
226,227,Article_227,Chem,2020-07-18,7,4,True,University
227,228,Article_228,Physics,2023-05-18,6,4,True,Foundation
228,229,Article_229,Bio,2021-11-27,89,6,False,University
229,230,Article_230,Psychology,2022-11-03,36,8,False,University
230,231,Article_231,Chemistry,2019-03-31,0,12,True,Foundation
231,232,Article_232,Economics,2020-03-05,16,6,True,nan
232,233,Article_233,Psychology,2020-07-10,54,6,True,Government
233,234,Article_234,Economics,2017-03-18,2,6,True,Foundation
234,235,Article_235,Biology,2022-10-16,3,4,False,Industry
235,236,Article_236,Chemistry,2024-06-01,49,4,False,Industry
236,237,Article_237,Physics,2016-06-18,6,4,True,nan
237,238,Article_238,Computer Science,2021-05-01,0,4,False,University
238,239,Article_239,Psychology,2016-11-02,65,4,True,nan
239,240,Article_240,Biology,2015-11-01,9,5,False,Government
240,241,Article_241,Psych,2021-10-12,20,9,False,Government
241,242,Article_242,Chem,2017-02-22,11,6,True,Industry
242,243,Article_243,Econ,2018-08-04,58,3,False,Foundation
243,244,Article_244,Physics,2022-10-11,2,7,True,nan
244,245,Article_245,Computer Science,2018-08-09,30,8,False,Industry
245,246,Article_246,Econ,2015-02-06,77,5,True,University
246,247,Article_247,Economics,2015-10-28,1,5,False,University
247,248,Article_248,Chem,2015-05-16,4,6,True,Government
248,249,Article_249,Chem,2021-12-10,121,4,False,nan
249,250,Article_250,CS,2024-01-26,55,10,False,University
250,251,Article_251,Physics,2015-06-24,3,2,False,Government
251,252,Article_252,Physics,2022-10-22,2,5,True,Industry
252,253,Article_253,CS,2022-05-01,18,7,True,nan
253,254,Article_254,Physics,2023-04-21,19,2,False,nan
254,255,Article_255,Biology,2021-07-13,11,2,False,nan
255,256,Article_256,Economics,2021-08-03,319,5,True,Industry
256,257,Article_257,Psych,2021-04-23,30,3,False,University
257,258,Article_258,Psychology,2023-05-24,3,6,True,nan
258,259,Article_259,Psychology,2018-05-26,53,7,False,nan
259,260,Article_260,Computer Science,2021-02-28,13,7,False,Industry
260,261,Article_261,Psychology,2022-05-26,4,5,True,nan
261,262,Article_262,Chem,2021-04-21,43,5,False,Government
262,263,Article_263,Biology,2023-09-03,96,3,False,Industry
263,264,Article_264,Economics,2018-10-03,16,4,False,Foundation
264,265,Article_265,Comp Sci,2015-05-11,3,1,False,Foundation
265,266,Article_266,Chemistry,2016-09-18,14,5,True,Government
266,267,Article_267,Psychology,2015-10-15,3,9,False,Government
267,268,Article_268,Chemistry,2019-11-26,16,3,False,University
268,269,Article_269,Physics,2022-05-31,35,5,True,University
269,270,Article_270,Physics,2020-10-04,0,3,True,University
270,271,Article_271,Chemistry,2020-08-09,33,3,True,Industry
271,272,Article_272,Chemistry,2021-07-09,7,5,True,Industry
272,273,Article_273,CS,2019-06-23,5,1,False,Industry
273,274,Article_274,Econ,2020-03-10,1,6,True,nan
274,275,Article_275,Economics,2022-10-28,2,2,True,Industry
275,276,Article_276,Economics,2022-11-28,144,7,False,Industry
276,277,Article_277,Chemistry,2019-05-15,40,6,True,Government
277,278,Article_278,Psychology,2023-11-30,74,6,False,Government
278,279,Article_279,Chemistry,2016-11-17,3,3,False,nan
279,280,Article_280,Chemistry,2022-06-04,151,4,False,Foundation
280,281,Article_281,Bio,2017-03-19,11,5,False,University
281,282,Article_282,Physics,2015-01-04,4,3,False,University
282,283,Article_283,Physics,2019-05-31,2,4,False,Government
283,284,Article_284,Computer Science,2021-10-18,2,6,True,nan
284,285,Article_285,Psychology,2017-09-10,4,4,True,University
285,286,Article_286,Computer Science,2019-03-17,3,5,True,Government
286,287,Article_287,Economics,2017-02-20,43,6,True,University
287,288,Article_288,Economics,2018-11-18,464,9,True,nan
288,289,Article_289,Physics,2018-04-02,8,5,True,Government
289,290,Article_290,Psychology,2020-01-08,8,5,True,Foundation
290,291,Article_291,Computer Science,2017-09-21,0,6,False,Government
291,292,Article_292,Computer Science,2018-11-02,3,9,False,University
292,293,Article_293,Chemistry,2020-09-26,1,5,False,Industry
293,294,Article_294,Physics,2019-04-03,38,6,False,Government
294,295,Article_295,Computer Science,2022-04-02,182,7,True,Industry
295,296,Article_296,Economics,2018-09-17,2,8,False,Foundation
296,297,Article_297,Chemistry,2022-11-15,9,4,True,Foundation
297,298,Article_298,Biology,2023-11-02,8,4,False,University
298,299,Article_299,Psychology,2022-07-03,31,6,False,nan
299,300,Article_300,Computer Science,2017-10-29,14,8,True,Industry
300,301,Article_301,Computer Science,2021-01-08,235,4,True,Industry
301,302,Article_302,Economics,2016-10-21,4,5,True,University
302,303,Article_303,Economics,2019-02-06,42,5,False,Foundation
303,304,Article_304,Psychology,2017-08-22,5,2,False,Government
304,305,Article_305,Chemistry,2020-09-05,1,6,True,Foundation
305,306,Article_306,Chem,2017-09-14,89,6,False,Government
306,307,Article_307,Economics,2016-09-04,167,6,False,nan
307,308,Article_308,Physics,2023-12-15,21,3,True,Industry
308,309,Article_309,Chemistry,2020-10-31,5,2,False,Government
309,310,Article_310,Biology,2023-07-23,2,9,True,nan
310,311,Article_311,Economics,2020-02-21,26,5,False,Government
311,312,Article_312,Computer Science,2023-10-20,0,4,False,University
312,313,Article_313,Computer Science,2018-06-30,41,2,True,University
313,314,Article_314,Chem,2020-11-14,6,2,True,Industry
314,315,Article_315,Chemistry,2017-05-20,6,7,False,nan
315,316,Article_316,Psychology,2019-01-16,2,3,True,Industry
316,317,Article_317,Physics,2015-08-17,1,6,False,Foundation
317,318,Article_318,Biology,2017-10-15,11,6,False,nan
318,319,Article_319,Biology,2018-05-05,16,6,False,Government
319,320,Article_320,Biology,2018-04-09,10,8,True,Industry
320,321,Article_321,Economics,2022-11-19,56,6,True,nan
321,322,Article_322,Chemistry,2020-04-10,13,9,False,nan
322,323,Article_323,Psychology,2022-01-05,33,7,True,Government
323,324,Article_324,Biology,2024-03-11,1,2,True,Government
324,325,Article_325,Chem,2021-12-19,6,4,True,nan
325,326,Article_326,Chemistry,2021-11-11,97,6,False,nan
326,327,Article_327,Economics,2019-06-27,47,4,True,nan
327,328,Article_328,Psychology,2023-07-02,19,7,True,University
328,329,Article_329,Physics,2017-02-15,7,5,False,nan
329,330,Article_330,Biology,2019-03-27,3,3,False,Government
330,331,Article_331,Physics,2018-11-04,5,7,False,Industry
331,332,Article_332,Chemistry,2019-05-31,29,5,True,Government
332,333,Article_333,Computer Science,2017-10-08,0,4,False,University
333,334,Article_334,Computer Science,2015-02-23,150,5,False,Industry
334,335,Article_335,Computer Science,2021-07-06,69,4,True,University
335,336,Article_336,Computer Science,2020-11-14,66,5,True,Industry
336,337,Article_337,CS,2016-05-19,28,3,False,University
337,338,Article_338,Chemistry,2015-05-28,14,4,True,Foundation
338,339,Article_339,Economics,2016-05-31,20,7,True,Foundation
339,340,Article_340,Computer Science,2021-05-16,7,2,True,nan
340,341,Article_341,Economics,2016-02-20,236,4,False,University
341,342,Article_342,Economics,2020-07-30,10,8,False,Industry
342,343,Article_343,Biology,2024-03-12,6,8,True,Government
343,344,Article_344,Economics,2023-09-13,8,2,False,University
344,345,Article_345,Physics,2016-07-09,4,4,False,nan
345,346,Article_346,Psychology,2015-07-25,37,6,False,nan
346,347,Article_347,Psychology,2020-04-22,5,6,False,Foundation
347,348,Article_348,Computer Science,2017-09-28,10,4,True,University
348,349,Article_349,Physics,2015-04-28,79,4,False,Foundation
349,350,Article_350,Psychology,2021-12-02,54,3,True,University
350,351,Article_351,Economics,2022-12-10,2,1,True,Government
351,352,Article_352,CS,2018-10-26,63,3,True,Government
352,353,Article_353,Psychology,2021-03-25,1,3,False,University
353,354,Article_354,Biology,2018-07-28,1,4,True,University
354,355,Article_355,Computer Science,2018-12-29,7,4,False,Government
355,356,Article_356,Psychology,2018-02-14,18,6,True,University
356,357,Article_357,Computer Science,2022-05-25,8,8,False,nan
357,358,Article_358,Psychology,2019-05-27,22,3,True,nan
358,359,Article_359,Psych,2016-06-24,7,4,False,University
359,360,Article_360,Psychology,2017-11-14,0,9,False,University
360,361,Article_361,Physics,2020-11-04,9,6,False,University
361,362,Article_362,Psychology,2018-04-25,1,2,True,University
362,363,Article_363,Economics,2022-04-13,12,7,False,University
363,364,Article_364,Economics,2023-03-20,2,8,False,Government
364,365,Article_365,Psych,2023-05-14,25,5,False,Government
365,366,Article_366,Physics,2024-02-09,81,5,False,University
366,367,Article_367,Chem,2018-11-20,1,5,True,Foundation
367,368,Article_368,Bio,2021-02-03,0,6,False,Government
368,369,Article_369,Biology,2020-12-27,8,3,True,nan
369,370,Article_370,Computer Science,2018-01-10,59,2,True,nan
370,371,Article_371,Computer Science,2020-03-06,15,3,False,Government
371,372,Article_372,Computer Science,2016-03-07,6,9,False,Industry
372,373,Article_373,Computer Science,2023-03-13,2,11,True,Government
373,374,Article_374,Psychology,2016-06-14,33,6,False,Industry
374,375,Article_375,Computer Science,2016-01-03,104,5,True,nan
375,376,Article_376,Physics,2017-02-05,0,4,False,nan
376,377,Article_377,CS,2020-10-01,18,8,True,Government
377,378,Article_378,Computer Science,2016-06-30,429,8,True,Industry
378,379,Article_379,Chemistry,2024-06-02,5,5,False,Industry
379,380,Article_380,Physics,2016-10-28,9,4,True,nan
380,381,Article_381,Computer Science,2020-06-19,11,2,False,Government
381,382,Article_382,Psychology,2017-01-11,6,2,True,Government
382,383,Article_383,Psychology,2017-12-10,56,5,False,Industry
383,384,Article_384,Comp Sci,2024-05-25,151,5,True,Foundation
384,385,Article_385,Chemistry,2023-02-10,1,8,False,nan
385,386,Article_386,Chemistry,2020-09-21,3,9,False,University
386,387,Article_387,Physics,2019-04-20,69,4,True,nan
387,388,Article_388,Biology,2022-01-18,28,4,False,Foundation
388,389,Article_389,Chemistry,2022-05-27,22,8,True,Foundation
389,390,Article_390,Chemistry,2017-05-16,32,7,True,Government
390,391,Article_391,Chem,2017-12-28,13,4,True,Industry
391,392,Article_392,Physics,2020-11-02,23,7,False,Government
392,393,Article_393,Physics,2018-04-07,7,5,False,Foundation
393,394,Article_394,Chemistry,2019-09-25,8,4,False,nan
394,395,Article_395,Physics,2023-04-21,10,4,False,University
395,396,Article_396,Psych,2020-09-08,6,6,False,nan
396,397,Article_397,CS,2018-03-16,23,4,False,University
397,398,Article_398,Economics,2015-03-29,18,6,True,nan
398,399,Article_399,Chemistry,2024-03-27,0,5,False,nan
399,400,Article_400,Chemistry,2017-04-07,9,8,False,University
400,401,Article_401,Computer Science,2016-08-13,12,6,False,nan
401,402,Article_402,Bio,2023-06-23,103,10,True,Government
402,403,Article_403,Economics,2021-02-02,8,3,False,University
403,404,Article_404,Chemistry,2023-12-03,13,4,True,Government
404,405,Article_405,Physics,2017-02-20,10,7,False,nan
405,406,Article_406,Bio,2018-05-22,77,2,True,Industry
406,407,Article_407,Physics,2024-03-20,2,6,False,Industry
407,408,Article_408,Computer Science,2019-12-05,4,2,True,Government
408,409,Article_409,Bio,2022-06-28,3,4,False,Industry
409,410,Article_410,Computer Science,2020-07-30,12,4,True,University
410,411,Article_411,Physics,2022-03-24,1,7,False,University
411,412,Article_412,Chem,2017-01-19,94,3,True,nan
412,413,Article_413,Chem,2019-06-05,21,4,True,Foundation
413,414,Article_414,Psychology,2023-12-13,27,4,True,Government
414,415,Article_415,Psychology,2017-03-19,231,5,False,Industry
415,416,Article_416,Economics,2017-03-13,7,3,False,Government
416,417,Article_417,Physics,2021-10-31,40,9,False,Government
417,418,Article_418,Physics,2018-04-19,27,5,False,University
418,419,Article_419,Psychology,2020-10-02,105,3,False,University
419,420,Article_420,Chemistry,2015-06-14,32,5,True,nan
420,421,Article_421,Chemistry,2021-10-19,5,3,False,nan
421,422,Article_422,Chemistry,2024-02-10,22,4,False,University
422,423,Article_423,Computer Science,2024-03-23,4,5,True,Government
423,424,Article_424,Economics,2020-01-31,6,5,False,Government
424,425,Article_425,Computer Science,2020-06-23,11,10,False,University
425,426,Article_426,Economics,2018-03-05,9,8,False,nan
426,427,Article_427,Economics,2016-04-21,3,9,False,Government
427,428,Article_428,Comp Sci,2022-08-03,0,7,True,Industry
428,429,Article_429,Physics,2022-09-01,18,6,False,Government
429,430,Article_430,Computer Science,2018-02-11,20,4,True,Government
430,431,Article_431,Biology,2015-12-23,20,2,True,Government
431,432,Article_432,Chemistry,2021-10-06,175,5,True,Government
432,433,Article_433,Psychology,2021-06-22,1,7,False,Government
433,434,Article_434,Computer Science,2019-09-29,107,4,True,Industry
434,435,Article_435,Computer Science,2018-04-25,398,3,True,Government
435,436,Article_436,Chemistry,2024-02-20,143,5,True,Government
436,437,Article_437,Computer Science,2022-07-13,7,4,True,Government
437,438,Article_438,Chemistry,2023-04-02,22,8,True,Government
438,439,Article_439,Chemistry,2019-12-04,4,7,True,Government
439,440,Article_440,Computer Science,2016-06-30,4,6,True,Government
440,441,Article_441,Computer Science,2017-05-08,135,3,False,University
441,442,Article_442,Chem,2015-02-11,32,5,True,Government
442,443,Article_443,Physics,2019-10-15,35,3,False,Government
443,444,Article_444,Physics,2018-01-16,2,2,True,Foundation
444,445,Article_445,Chemistry,2024-03-10,1,6,False,nan
445,446,Article_446,Psych,2023-11-01,53,4,False,nan
446,447,Article_447,Chem,2021-05-30,21,2,False,Industry
447,448,Article_448,Chemistry,2022-09-18,8,4,False,University
448,449,Article_449,Physics,2019-04-10,138,4,True,University
449,450,Article_450,Computer Science,2018-08-10,27,2,False,Foundation
450,451,Article_451,Chemistry,2020-10-07,3,4,True,Government
451,452,Article_452,Economics,2019-01-29,0,6,True,Industry
452,453,Article_453,Economics,2022-01-10,28,10,False,nan
453,454,Article_454,Bio,2015-07-15,6,8,True,nan
454,455,Article_455,Computer Science,2023-01-02,10,6,False,Industry
455,456,Article_456,Economics,2019-11-03,8,4,True,nan
456,457,Article_457,Computer Science,2018-08-13,90,5,False,Foundation
457,458,Article_458,Economics,2023-12-18,39,4,False,nan
458,459,Article_459,Computer Science,2016-03-10,10,3,False,nan
459,460,Article_460,Computer Science,2019-10-22,10,8,False,Foundation
460,461,Article_461,Computer Science,2022-12-19,18,6,True,Government
461,462,Article_462,Psychology,2018-08-08,77,2,False,University
462,463,Article_463,Chemistry,2017-04-27,13,7,False,University
463,464,Article_464,Psychology,2016-04-25,5,8,True,University
